Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,Location,StartDate,EndDate,Total Deaths,Total Affected,Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)"
Natural,Climatological,Drought,Drought,,,Thailand,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces",2010-03-01,2011-03-01,,6482602.0,,
Natural,Meteorological,Storm,Convective storm,Tornado,,USA,"Arkansas, Missouri, Illinois provinces",2010-12-01,2011-01-01,8.0,13.0,,
Natural,Meteorological,Storm,Convective storm,Tornado,,USA,"Illinois, Massachusetts, Michigan, Minnesota, North Dakota provinces",2011-05-01,2011-06-01,3.0,200.0,,
Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Arlene""",Mexico,"Isla, Tamalin, Tamiahua, Tampico Alto districts (Veracruz province)",2011-06-01,2011-07-01,22.0,300000.0,70000.0,91073.0
Natural,Hydrological,Flood,Flash flood,,,Thailand,"Nakhon Si Thammarat, Phatthalung, Surat Thani, Trang, Chumphon, Songkhla, Krabi, Phangnga provinces",2011-03-01,2011-04-01,64.0,716110.0,317000.0,412430.0
Natural,Hydrological,Flood,Riverine flood,,,Thailand,"Phrae, Mae Hong Son, Sukhothai, Chiang Mai, Tak, Nakhon Pathom, Roi Et, Phichit, Udon Thani, Sakon Nakhon, Uttaradit, Phitsanulok, Kampaeng Phet, Nakhon Sawan, Phetchabun, Nakhon Nayok, Phra Nakhon Si Ayudhya, Kalasin, Ubon Ratchathani, Uthai Thani, Chainat, Singburi, Ang Thong, Lopburi, Saraburi, Suphanburi, Pathum Thani, Nonthaburi, Khon Kaen, Si Saket, Surin, Chachoengsao, Phachinburi, Maha Sarakham, Samut Sakhon provinces",2011-08-01,2012-01-01,813.0,9500000.0,40000000.0,52041595.0
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,USA,"Oklahoma, Texas, Missouri, Wisconsin, Minnesota, Colorado, Wyoming, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, New York, New Jersey, Pennsylvania provinces",2011-01-01,2011-02-01,39.0,,1900000.0,2471976.0
Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Mexico,"Acuna, Muzquiz, Ocampo, Arteaga districts (Coahuila province)",2011-03-01,2011-05-01,,,,
Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Irene,USA,"New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",2011-08-01,2011-09-01,46.0,370000.0,7300000.0,9497591.0
Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Pedring (Nesat),China,"Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",2011-09-01,2011-10-01,3.0,1000000.0,219000.0,284928.0
Natural,Climatological,Wildfire,Forest fire,,,Chile,"Maule, Biobio, Magallanes y Antartica chilena, Araucania provinces",2011-12-01,2012-01-01,1.0,1082.0,200000.0,260208.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Beijing Shi, Shanxi Sheng, Nei Mongol Zizhiqu, Jilin Sheng, Heilongjiang Sheng, Jiangsu Sheng, Henan Sheng, Yunnan Sheng, Xinjinag Uygur Zizhiqu",2011-08-01,2011-09-01,22.0,3800000.0,,
Natural,Hydrological,Flood,Riverine flood,,,China,"Nei Mongol Zizhiqu, Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Shaanxi Sheng, Shandong Sheng provinces",2012-06-01,2012-07-01,91.0,17440000.0,1200000.0,1529595.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Min Xian, Zhang Xian, Weiyuan Xian areas (Dingxi district, Gansu Sheng province), Hunan Sheng, Jiangxi provinces",2012-04-01,2012-05-01,132.0,13119000.0,2500000.0,3186657.0
Natural,Hydrological,Flood,Riverine flood,,,Australia,"New South Wales, Queensland provinces",2012-01-01,2012-03-01,2.0,13000.0,225000.0,286799.0
Natural,Hydrological,Flood,Riverine flood,,,Australia,"New South Wales province (Bellingen, Byron, Kyogle, Lismore, Richmond Valley, Clarence Valley, Coffs Harbour, Inverell, Nambucca, Kempsey, Tweed, Tenterfield, Greater Taree, Moree Plains, Narrabri (Wee Waa town), Gunnedah, Gwydir (Bingara, Gravesend, Yallaroi towns), Brewarrina (Goodooga town), Walgett (Collarenebri, Lightning Ridge, Cumborah towns), Bourke districts), Queensland province (Balonne (St. George, Dirranbandi, Roma towns), Paroo (Cunnamulla town), Maranoa (Mitchell town (Booringa area)), Murweh (Charleville town) districts),",2012-02-01,2012-03-01,2.0,3000.0,363000.0,462703.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Suihua, Harbin districts (Heilongjiang Sheng province), Nei Mongol Zizhiqu, Shanxi Sheng, ",2012-07-01,2012-08-01,70.0,500000.0,800000.0,1019730.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Meijia village (Tongnan area, Name Unknown district, Chongqing Shi province), Huilongzhen village (Qionglai Shi area, Chengdu district, Sichuan Sheng province), Shimian Xian, Ya'an Shi areas (Ya'an district, Sichuan Sheng province), Qingchuan Xian area (Guangyuan district, Sichuan Sheng province), Ordos city (Ordos district, Nei Mongol Zizhiqu province), Anhui Sheng, Hubei Sheng, Hebei Sheng, Shanxi Sheng, Zheijiang Sheng provinces",2013-06-01,2013-07-01,55.0,625000.0,1400000.0,1758765.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng provinces",2013-08-01,2013-09-01,118.0,1075000.0,4960000.0,6231053.0
Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,China,"Jiangxi Sheng, Guangxi Zhuangzu Zizhiqu provinces",2013-04-01,2013-05-01,12.0,217000.0,154000.0,193464.0
Natural,Hydrological,Flood,Riverine flood,,,China,Shandong Sheng provinces,2013-07-01,2013-08-01,10.0,125000.0,571000.0,717325.0
Natural,Climatological,Drought,Drought,,,China,"Yunnan Sheng, Sichuan Sheng, Shaanxi Sheng, Qinghai Sheng, Shanxi Sheng, Gansu Sheng provinces",2013-01-01,2013-07-01,,5000000.0,,
Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinabung,Indonesia,Karo district (Sumatera Utara province),2013-09-01,2013-12-01,,29727.0,,
Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Jova,Mexico,"Puerto Vallarta district (Jalisco province), Manzanillo district (Colima province), Michoacan, Nayarit provinces",2011-10-01,2011-11-01,5.0,50000.0,27700.0,36039.0
Natural,Hydrological,Flood,Riverine flood,,,Korea (ROK),"Chuncheon city (Kang-won-do province), Seoul, Kyonggi-do provinces",2011-07-01,2011-08-01,53.0,29000.0,52000.0,67654.0
Natural,Hydrological,Flood,Riverine flood,,,Cambodia,"Kandal, Kampong Thom, Prey Veng, Kampong Cham, Kratie, Battambang, Kampong Chhnang, Preah Vihear, Pursat provinces",2011-08-01,2011-11-01,247.0,1640023.0,521000.0,677842.0
Natural,Hydrological,Flood,Riverine flood,,,Mexico,Cuantitlan district (Jalisco province),2011-08-01,2011-09-01,74.0,40000.0,,
Natural,Climatological,Drought,Drought,,,Mexico,"Nuevo Leon, Guanajuato, Sonora, Chihuahua, Coahuila, Durango, Zacatecas, San Luis Potosi provinces",2011-09-01,2011-12-01,,2500000.0,,
Natural,Hydrological,Flood,Riverine flood,,,Thailand,"Tak, Sukhothai, Phitsanulok, Phichit, Chainat, Ang Thong, Phra Nakhon Si Ayudhya, Suphanburi, Phachinburi, Sa Kaeo, Nakhon Pathom, Chonburi, Rayong, Chachoengsao, Chaiyaphum provinces",2012-08-01,2012-09-01,,235545.0,,
Natural,Climatological,Drought,Drought,,,Thailand,"Lampang, Kamphaeng Phet, Nan, Phayao, Chiang Mai, Sukhothai (Northern provinces); Nong Khai, Si Sa Ket, Khon Kaen, Maha Sarakham, Udon Thani, Chaiyaphum (NorthEast provinces); Phetchaburi, Kanchanaburi, Prachuap Khiri Khan, Chon Buri, Nakhon Nayok, Suphan Buri, Chanthaburi, Chachoengsao, Trat, Phuket provinces. 17 are in the North, 19 in the Northeast, 5 in the central region, 6 in the East and 1 in the South.",2012-04-01,2012-08-01,,12000000.0,1200.0,1530.0
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Japan,Hokkaidoo province,2013-02-01,2013-03-01,9.0,1152.0,14200.0,17839.0
Natural,Hydrological,Flood,Riverine flood,,,Cambodia,"Battambang, Banteay Meanchey, Kampong Cham, Prey Veng, Kandal, Siem Reap, Kratie, Kampong Thom, Otdar Meanchey, Stung Treng, Pursat, Kampong Chhnang, Ratanak Kiri, Preah Vihear, Svay Rieng, Phnom Penh, Takeo, Pailin, Kampot provinces",2013-09-01,2013-10-01,200.0,1500000.0,500000.0,628130.0
Natural,Climatological,Drought,Drought,,,New Zealand,"Auckland, Bay of Plenty, East Cape, Hawke's Bay, Northland, Taranaki, Waikato, Wanganui-manawatu, Wellington provinces (North Island)",2013-01-01,2013-05-01,,,823000.0,1033903.0
Natural,Hydrological,Flood,Riverine flood,,,Thailand,"Ang Thong, Chachoengsao, Chainat, Chanthaburi, Chian Rai, Nahkon Nayok, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Prachinburi, Phangnga, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Prachuap Khilikhan, Sa Kaeo, Sakon Nakhon, Si Saket, Surin, Tak, Ubon Ratchathani provinces",2013-09-01,2013-10-01,61.0,3500000.0,482000.0,605518.0
Natural,Hydrological,Flood,Riverine flood,,,Thailand,"Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang provinces",2013-11-01,2013-12-01,23.0,15254.0,,
Natural,Hydrological,Flood,Riverine flood,,,USA,"Mississippi, Ohio provinces",2011-04-01,2011-05-01,9.0,,4600000.0,5984783.0
Natural,Hydrological,Flood,Riverine flood,,,USA,"Montana, North Dakota, South Dakota, Iowa, Missouri provinces",2011-05-01,2011-06-01,5.0,11000.0,2000000.0,2602080.0
Natural,Climatological,Wildfire,Forest fire,,,USA,"Arizona, Minnesota, Texas, Florida provinces",2011-05-01,2011-06-01,2.0,,200000.0,260208.0
Natural,Climatological,Drought,Drought,,,USA,"Texas, Oklahoma, New Mexico, Arizona, Kansas, Louisiana provinces",2011-01-01,2011-11-01,,,8000000.0,10408319.0
Natural,Climatological,Drought,Drought,,,USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Arizona, California, Colorado, Nevada, New Mexico, Oklahoma, Texas, Utah provinces",2012-06-01,2012-12-01,,,20000000.0,25493258.0
Natural,Meteorological,Storm,Convective storm,Severe storm,,USA,"Ohio, Virginia, Maryland, West Virginia, District of Columbia, Illinois, Indiana, Kentucky, New Jersey, North Carolina, South Carolina provinces",2012-06-01,2012-07-01,28.0,,4000000.0,5098652.0
Natural,Climatological,Wildfire,,,Waldo Canyon Fire,USA,"Colorado Springs city (El Paso district, Colorado province)",2012-06-01,2012-07-01,2.0,1038.0,600000.0,764798.0
Natural,Meteorological,Storm,Convective storm,Tornado,,USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",2013-05-01,2013-06-01,27.0,170150.0,2100000.0,2638148.0
Natural,Hydrological,Flood,Riverine flood,,,USA,Austin district (Texas province),2013-10-01,2013-11-01,4.0,4800.0,,
Natural,Climatological,Wildfire,Forest fire,,,USA,Los Angeles district (California province),2013-05-01,2013-06-01,,110.0,21400.0,26884.0
Natural,Climatological,Wildfire,Forest fire,,,USA,"Yarnell area (Yavapai district, Arizona province)",2013-06-01,2013-07-01,19.0,387.0,2000.0,2513.0
Natural,Climatological,Wildfire,,,,USA,"Yosemite valley (Mariposa district, California province)",2013-08-01,2013-09-01,,36.0,175000.0,219846.0
Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,China,"Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Guizhou Sheng provinces",2014-03-01,2014-04-01,21.0,400000.0,155000.0,191612.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng, Hunan Sheng provinces",2014-05-01,2014-06-01,37.0,5500000.0,1000000.0,1236207.0
Natural,Climatological,Drought,Drought,,,China,"Shandong Sheng, Shaanxi Sheng, Henan Sheng provinces, Nanbu-Nanchong city (Nanchong district, Sichuan Sheng ptovince)",2014-06-01,2014-07-01,,226000.0,1180000.0,1458724.0
Natural,Climatological,Drought,Drought,,,China,"Liaoning Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces",2014-08-01,2014-10-01,,27500000.0,2500000.0,3090517.0
Natural,Hydrological,Flood,Flash flood,,,Chile,"Atacama, Antofagasta, Coquimbo provinces",2015-03-01,2015-04-01,178.0,193881.0,1500000.0,1852113.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Hukengzhen village (Anfu area, Ji'an district, Jiangxi Sheng province), Leishan Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Ganzhou Shi area (Ganzhou district, Jiangxi Sheng province), Guiyang district (Guizhou Sheng province), Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Hubei Sheng, Anhui Sheng, Chongqing Shi, Zhejiang Sheng provinces",2015-05-01,2015-06-01,58.0,82021.0,800000.0,987794.0
Natural,Hydrological,Flood,Flash flood,,,Australia,"Queensland, New South Wales provinces",2015-04-01,2015-05-01,6.0,,400000.0,493897.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng provinces",2015-06-01,2015-07-01,35.0,144900.0,645000.0,796409.0
Natural,Climatological,Drought,Drought,,,China,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",2015-05-01,2015-10-01,,,2464000.0,3042404.0
Natural,Hydrological,Flood,,,,China,"Guizhou Sheng, Chongqing Shi, Jiangsu Sheng, Fujian Sheng provinces",2015-05-01,2015-06-01,17.0,60000.0,500000.0,617371.0
Natural,Hydrological,Flood,,,,China,"Jiangsu, Anhui, Jiangxi, Henan, Hubei, Hunan, Guangxi, Chogqing, Sichuan, Guizhou, Yunnan",2016-06-01,2016-07-01,289.0,60000000.0,22000000.0,26825889.0
Natural,Climatological,Wildfire,Forest fire,,Fort McMurray wildfires,Canada,"Fort McMurray city (Wood Buffalo area, Division No. 16 district, Alberta province)",2016-05-01,2016-07-01,,88000.0,4000000.0,4877434.0
Natural,Meteorological,Storm,Tropical cyclone,,Boris,Mexico,"Chiapas, Oaxaca provinces",2014-05-01,2014-06-01,,,,
Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Marie,Mexico,"Oaxaca, Guerrero provinces",2014-08-01,2014-09-01,3.0,30000.0,14000.0,17307.0
Natural,Hydrological,Flood,Riverine flood,,,Indonesia,"Tangerang district (Banten province), Dki Jakarta province",2014-01-01,2014-02-01,32.0,20000.0,600000.0,741724.0
Natural,Hydrological,Flood,Flash flood,,,Cambodia,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo provinces",2014-07-01,2014-08-01,45.0,530450.0,2000.0,2472.0
Natural,Hydrological,Flood,Flash flood,,,Korea (ROK),"Pusan, Kyongsangnam-do provinces",2014-08-01,2014-09-01,17.0,,2000.0,2472.0
Natural,Hydrological,Flood,Riverine flood,,,Indonesia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",2015-01-01,2015-02-01,2.0,25000.0,,
Natural,Climatological,Wildfire,Forest fire,,,Indonesia,"Jambi, Riau, Sumatera Selatan, Kalimantan Timur, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Barat provinces",2015-09-01,2015-12-01,19.0,409664.0,1000000.0,1234742.0
Natural,Biological,Epidemic,Viral disease,,MERS-CoV,Korea (ROK),,2015-05-01,2015-06-01,36.0,185.0,,
Natural,Climatological,Drought,Drought,,,Thailand,42 provinces. 28 provinces in the North and Northeast,2015-01-01,2017-05-01,,,3300000.0,4074649.0
Natural,Meteorological,Storm,Convective storm,Severe storm,,USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Mississippi, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Florida, Alabama, New York, New Jersey, Pennsylvania provinces",2014-04-01,2014-05-01,40.0,15.0,2000000.0,2472413.0
Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Henry (Matmo),Chinese Taipei,Taiwan Sheng province,2014-07-01,2014-08-01,,,20000.0,24724.0
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,USA,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Tennessee, New York, New Jersey, Pennsylvania provinces",2014-02-01,2014-03-01,12.0,,2000.0,2472.0
Natural,Climatological,Drought,Drought,,,USA,San Joaquin district (California province),2014-01-01,2014-12-01,,,2200000.0,2719655.0
Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,USA,"Austin, Houston districts (Texas province), Lousiana province",2015-10-01,2015-11-01,6.0,,270000.0,333380.0
Natural,Hydrological,Flood,,,,USA,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-01,2016-01-01,31.0,4050.0,600000.0,740845.0
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,USA,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces",2015-01-01,2015-02-01,22.0,,150000.0,185211.0
Natural,Hydrological,Flood,Riverine flood,,,Turkey,"Edirne city, Karaagac borough, Degirmenyeni village (Merkez district, Edirne province)",2015-01-01,2015-02-01,8.0,6500.0,,
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,USA,"Texas, Kansas, Oklahoma provinces",2015-11-01,2015-12-01,18.0,300.0,140000.0,172864.0
Natural,Climatological,Drought,Drought,,,USA,"California, Nevada, Oregon, Washington, Idaho, Montana, Utah, Arizona provinces",2015-01-01,2015-12-01,,,4500000.0,5556339.0
Natural,Climatological,Wildfire,,,,USA,"Lake, Napa, Solano, Yolo, Modoc, Colusa districts (California province)",2015-07-01,2015-08-01,1.0,129.0,2000.0,2469.0
Natural,Hydrological,Flood,,,,USA,"Hillsborough, Pasco, Pinellas, Dixie, Taylor districts (Florida province) ",2015-07-01,2015-08-01,,600.0,100000.0,123474.0
Natural,Climatological,Drought,Drought,,,China,"Jilin Sheng, Heilongjiang Sheng, Shanxi Sheng, Gansu Sheng, Ningxia Huizu Zizhiqu, Nei Mongol Zizhiqu provinces",2016-06-01,2016-08-01,,10000000.0,3000000.0,3658076.0
Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,USA,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",2016-04-01,2016-05-01,6.0,,2400000.0,2926461.0
Natural,Hydrological,Flood,,,,USA,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",2016-05-01,2016-06-01,15.0,,300000.0,365808.0
Natural,Climatological,Wildfire,Forest fire,,Sand Fire,USA,"Los Angeles, San Francisco districts (California province)",2016-07-01,2016-08-01,2.0,420.0,50000.0,60968.0
Natural,Hydrological,Flood,,,,Chile,"Santiago, Valparaiso, O'Higgins, Antofagasta, Coquimbo",2017-02-01,2017-03-01,3.0,1200.0,2000.0,2388.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Fujian, Jiangxi, Hunan, Guangdong, Guizhou, Hubei, Sichuan, Chongqing, Guangxi",2017-05-01,2017-06-01,1.0,28500.0,107000.0,127750.0
Natural,Hydrological,Flood,,,,China,"Hunan, Anhui, Chongqing, Guangdong, Guangxi, Guizhou, Hubei, Jiangxi, Sichuan, Yunnan, Zhejiang",2017-06-01,2017-07-01,78.0,12000008.0,6000000.0,7163559.0
Natural,Climatological,Wildfire,,,"Gustafsen, Wildwood, Elephant Hill Fires",Canada,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)",2017-07-01,2017-09-01,,43441.0,,
Natural,Climatological,Wildfire,Forest fire,,,Chile,"Valparaiso, Santo Domingo (San Antonio), Casablanca (Valparaiso), Maule (Santa Olga), Biobio, Metropolitana, O'Higgins, Araucania",2017-01-01,2017-03-01,11.0,13173.0,550000.0,656660.0
